Machine_ID,Temperature,Run_Time,Downtime_Flag
M-122,58.66,2569,0
M-736,71.98,156,1
M-770,114.48,4777,1
M-525,56.65,8330,0
M-616,95.12,6749,1
M-663,66.68,5451,1
M-183,88.31,4035,0
M-646,88.21,6907,1
M-181,52.86,3550,1
M-375,98.63,860,1
M-420,81.8,472,1
M-884,93.9,7971,0
M-485,81.35,192,0
M-107,118.84,1183,1
M-346,103.39,5798,0
M-614,95.94,5969,0
M-368,114.63,8059,0
M-489,69.14,7200,0
M-860,100.4,2081,1
M-688,75.62,3861,0
M-114,76.58,4906,1
M-775,107.83,3835,1
M-643,99.56,7435,1
M-341,119.84,3062,1
M-933,108.22,8302,0
M-590,82.66,3375,1
M-875,73.4,6234,0
M-582,52.82,5325,0
M-377,81.69,5906,1
M-799,74.35,8583,0
M-356,55.59,6962,0
M-167,114.92,5702,1
M-428,101.37,8898,1
M-235,95.03,8228,0
M-385,83.85,144,1
M-355,52.26,1065,0
M-381,54.7,8769,1
M-136,75.33,9070,0
M-960,107.51,6785,1
M-545,115.99,4081,0
M-406,109.81,8738,0
M-783,109.24,7722,1
M-522,98.02,606,0
M-337,53.01,7447,0
M-403,113.32,4147,1
M-532,53.13,8151,0
M-919,98.42,4468,0
M-937,102.69,7428,0
M-231,113.75,3713,1
M-801,62.62,7924,1
M-832,89.32,3551,0
M-737,74.43,9112,1
M-255,55.06,1136,1
M-759,56.13,2848,1
M-585,86.32,910,1
M-327,62.54,8455,0
M-967,60.09,8855,0
M-197,52.97,9442,0
M-280,72.54,1711,0
M-239,97.77,1739,1
M-544,57.58,5420,1
M-848,98.7,3923,1
M-529,88.02,8353,1
M-174,70.2,9769,0
M-495,95.69,1513,0
M-435,81.04,4544,0
M-733,99.73,393,1
M-950,71.99,3775,1
M-272,82.76,1498,0
M-924,114.54,406,1
M-173,108.78,7471,0
M-436,65.81,9581,1
M-373,109.56,2263,0
M-181,94.78,4491,0
M-927,113.63,5999,1
M-501,71.56,5365,0
M-611,52.64,1578,1
M-229,88.92,295,0
M-419,111.46,6879,0
M-958,88.67,3493,0
M-255,97.72,2994,1
M-854,71.36,9207,0
M-517,72.4,4715,1
M-462,117.19,9089,1
M-747,119.68,6342,1
M-841,84.66,4531,0
M-765,105.55,6221,1
M-185,54.74,272,1
M-283,63.32,647,0
M-325,108.97,179,1
M-855,58.35,8679,1
M-833,112.0,9250,1
M-153,73.65,4807,0
M-459,82.51,9212,1
M-646,96.85,9494,1
M-700,99.7,175,1
M-130,71.35,6757,0
M-429,96.43,5515,1
M-188,74.51,1220,0
M-630,107.24,1407,1
M-382,94.44,9022,0
M-438,93.47,6764,0
M-730,74.17,3024,0
M-130,82.09,3257,1
M-850,92.23,899,1
M-781,103.93,2563,0
M-663,52.6,6534,0
M-780,99.5,3105,1
M-770,74.28,1221,1
M-895,63.58,9067,1
M-226,73.79,4952,1
M-972,118.69,7906,1
M-472,80.98,8199,1
M-529,90.61,523,0
M-542,119.37,9086,1
M-853,93.56,6704,1
M-430,62.16,8498,0
M-574,112.73,7158,1
M-547,78.97,8269,0
M-521,53.78,6213,0
M-639,106.38,4784,1
M-579,77.58,4263,0
M-980,77.19,8768,1
M-848,54.96,8500,1
M-799,58.34,931,1
M-153,110.77,7415,0
M-684,112.56,2562,0
M-168,109.08,7950,0
M-621,116.19,9604,0
M-539,68.4,740,0
M-639,86.82,8852,0
M-691,92.87,1486,0
M-581,73.98,4677,0
M-219,114.53,6435,1
M-905,53.65,4960,0
M-457,116.74,8824,0
M-759,81.29,6557,0
M-292,79.54,8289,1
M-806,93.39,4193,1
M-593,71.88,266,0
M-526,59.93,8486,1
M-226,74.88,9026,0
M-481,114.65,2558,1
M-589,116.96,6359,1
M-569,116.28,1485,1
M-929,116.04,6002,0
M-949,115.44,7778,1
M-174,57.86,5091,1
M-242,117.31,7592,1
M-815,83.06,9430,1
M-380,115.71,5870,0
M-834,66.4,2097,1
M-328,96.78,2173,0
M-584,87.57,4013,0
M-354,77.74,195,0
M-235,111.57,4010,1
M-487,61.54,2401,1
M-774,79.87,8419,0
M-629,88.33,3591,1
M-291,106.2,1215,0
M-857,55.54,4310,1
M-728,108.06,9593,0
M-339,91.09,3236,0
M-129,82.57,7678,1
M-140,58.31,1625,0
M-903,71.79,360,1
M-295,96.83,2774,1
M-237,61.97,8576,1
M-646,53.8,8181,0
M-633,89.45,7742,1
M-683,52.5,741,1
M-466,64.38,4611,0
M-157,101.58,4134,1
M-612,88.59,5594,1
M-335,113.34,2255,0
M-246,103.21,7874,0
M-755,51.86,6157,1
M-983,66.32,2968,1
M-923,81.04,8953,0
M-692,78.85,6441,1
M-686,51.87,8619,0
M-217,78.05,2660,1
M-528,108.75,2555,0
M-332,112.33,2005,1
M-377,100.33,3227,1
M-162,64.03,8281,1
M-474,100.86,8230,0
M-397,118.56,773,0
M-902,113.5,4790,1
M-199,76.47,8236,1
M-248,84.79,9521,1
M-153,103.25,3746,1
M-959,103.24,5566,0
M-702,65.44,3398,0
M-277,89.98,1850,0
M-914,108.81,3776,1
M-484,71.93,5408,1
M-592,98.96,3381,1
M-533,50.63,3973,1
M-481,52.35,7790,0
M-102,91.94,6308,1
M-921,111.7,1843,0
M-871,56.72,5527,1
M-862,91.28,4300,0
M-577,107.15,9403,1
M-533,76.73,7086,1
M-199,57.91,6799,0
M-578,94.8,8602,1
M-434,108.79,1884,1
M-638,68.34,6778,1
M-715,60.37,9526,1
M-385,74.68,1709,1
M-868,87.01,3414,0
M-419,61.72,9191,0
M-822,91.58,731,0
M-452,114.18,7710,0
M-777,62.64,6922,0
M-497,70.66,9439,0
M-240,64.18,6867,0
M-221,94.87,4906,1
M-587,96.84,5771,0
M-872,57.85,1725,1
M-918,68.66,6858,0
M-678,50.69,6644,0
M-457,79.83,573,0
M-641,102.83,6106,0
M-476,88.33,9728,0
M-251,81.77,4426,0
M-932,110.74,9798,0
M-826,101.36,6646,0
M-916,118.78,6838,0
M-213,112.57,6451,1
M-298,106.4,9799,0
M-167,108.74,4115,0
M-110,115.08,8984,0
M-325,58.74,9830,1
M-940,108.3,6330,1
M-843,89.75,3262,0
M-877,72.08,5250,1
M-736,71.79,2961,0
M-614,74.72,204,1
M-170,66.02,2826,1
M-804,71.26,4500,1
M-276,52.51,4598,0
M-956,84.65,7415,1
M-522,51.76,2185,1
M-468,116.03,6298,1
M-979,65.04,5413,1
M-244,89.98,9729,0
M-368,61.08,9499,1
M-619,60.53,1118,0
M-681,85.73,7323,1
M-305,118.5,1685,1
M-997,104.41,9742,0
M-283,84.93,5769,0
M-987,115.65,7582,0
M-946,67.22,4723,1
M-932,88.9,9963,1
M-453,101.48,7348,0
M-404,59.87,4071,0
M-414,99.88,6324,1
M-914,102.11,2462,0
M-989,50.76,8816,0
M-918,53.69,4605,0
M-763,96.54,9518,0
M-310,115.27,3172,1
M-388,118.93,9010,0
M-217,69.09,500,1
M-464,71.46,2938,1
M-516,88.29,3487,0
M-560,109.47,6810,0
M-287,114.85,5348,0
M-531,104.2,7321,1
M-698,89.95,7627,1
M-309,56.61,6896,0
M-980,97.9,7748,1
M-740,85.09,3682,1
M-219,71.47,9820,1
M-399,73.9,859,0
M-222,62.48,4641,0
M-290,69.42,2172,0
M-800,97.35,9344,1
M-374,91.32,6134,0
M-157,119.18,5398,0
M-209,56.62,6736,0
M-805,66.9,6926,0
M-880,95.47,1252,0
M-571,72.8,3144,1
M-106,99.8,3376,0
M-917,88.86,4394,0
M-647,63.22,4148,1
M-359,113.02,6305,1
M-719,86.57,8462,1
M-678,73.97,3716,0
M-850,95.41,1822,0
M-978,66.92,7052,1
M-307,110.65,7249,0
M-377,107.68,3698,1
M-341,83.04,284,1
M-236,90.65,9158,1
M-460,77.49,8480,0
M-217,50.94,7636,1
M-347,113.93,1769,1
M-989,76.85,6081,0
M-677,117.62,1733,1
M-765,108.16,5800,0
M-951,94.71,5575,1
M-533,53.58,2912,0
M-327,51.54,9670,1
M-711,85.18,6822,1
M-948,70.43,6161,1
M-105,60.69,2151,1
M-617,116.47,2936,1
M-218,94.22,9905,0
M-944,65.43,3738,1
M-563,58.17,3772,0
M-687,98.8,310,1
M-412,50.11,6646,1
M-113,75.03,6847,0
M-557,63.32,5421,1
M-890,82.67,2468,1
M-547,92.04,348,1
M-955,111.41,6332,0
M-317,58.32,8979,0
M-165,61.6,3045,0
M-622,54.33,5823,0
M-780,109.99,7775,0
M-579,94.92,4332,0
M-685,108.89,7878,1
M-960,90.32,1740,0
M-833,115.05,8003,1
M-245,106.54,5684,0
M-254,88.74,8330,1
M-458,93.96,8794,1
M-442,76.54,4454,0
M-158,93.92,4938,1
M-411,106.01,7081,1
M-737,61.38,4626,1
M-804,69.6,5671,1
M-403,108.68,9240,0
M-685,118.6,2875,1
M-229,77.55,8735,0
M-581,110.73,3080,0
M-800,61.12,1564,1
M-161,94.53,8363,1
M-698,52.34,5564,0
M-522,64.75,2067,0
M-643,98.32,2428,0
M-232,102.13,9255,1
M-276,109.53,5281,0
M-154,97.98,5427,0
M-246,98.45,2260,0
M-221,117.57,884,0
M-354,59.87,3076,0
M-605,108.01,4098,0
M-549,58.26,5168,0
M-762,104.42,1832,0
M-902,85.29,3371,0
M-788,56.21,9754,1
M-224,105.5,8598,0
M-421,103.3,6063,1
M-537,60.16,955,1
M-201,98.51,1076,0
M-158,111.83,7352,1
M-412,97.03,5425,1
M-107,78.18,7479,0
M-691,110.16,5884,0
M-854,112.74,9258,0
M-216,52.57,3671,0
M-587,98.85,6886,0
M-648,108.96,608,0
M-369,106.62,9516,0
M-487,107.84,3167,1
M-237,90.74,8576,1
M-284,84.15,4853,0
M-432,97.28,4907,0
M-915,95.0,5117,0
M-500,61.63,4233,0
M-105,106.69,9095,0
M-611,59.67,6809,1
M-173,50.06,2777,0
M-836,64.86,6912,1
M-776,105.67,1856,1
M-302,91.25,3359,1
M-165,98.64,1524,1
M-375,57.44,8655,1
M-299,76.27,1364,0
M-846,80.06,7922,1
M-461,70.93,280,1
M-863,93.59,1919,0
M-599,93.84,5051,1
M-469,104.82,1926,1
M-573,52.06,3836,0
M-988,57.67,4903,1
M-795,117.19,578,0
M-708,105.98,9047,0
M-508,77.54,8202,0
M-483,95.73,6318,0
M-446,101.78,2251,0
M-870,89.69,6439,0
M-455,72.76,2881,1
M-467,64.58,7940,0
M-606,114.57,2687,0
M-209,102.93,179,0
M-763,95.68,2198,0
M-588,113.15,2171,0
M-530,50.79,5545,1
M-803,70.98,2346,0
M-857,54.02,6078,1
M-156,65.7,6636,1
M-612,114.28,3621,1
M-836,112.39,985,1
M-629,61.77,5052,1
M-278,51.4,9506,0
M-484,51.02,4220,0
M-482,74.37,5068,1
M-635,60.41,1071,1
M-183,96.55,3222,0
M-861,52.15,8019,0
M-798,116.33,5906,1
M-525,98.87,7996,0
M-904,81.01,9316,0
M-693,116.46,6637,1
M-565,118.08,7116,1
M-218,96.46,1316,1
M-140,119.63,971,1
M-987,83.58,6978,0
M-990,110.58,9480,0
M-410,115.61,1118,1
M-797,72.64,5605,0
M-453,96.86,668,0
M-379,101.94,9935,1
M-140,102.49,7967,1
M-228,61.65,5018,1
M-432,52.57,4508,0
M-362,118.35,8863,0
M-192,107.72,9836,1
M-348,110.92,6630,1
M-925,113.12,8358,1
M-988,82.0,1526,0
M-819,104.44,9799,1
M-860,55.54,8588,1
M-974,50.46,3204,1
M-208,64.95,7158,0
M-482,64.9,7458,1
M-539,76.85,7059,1
M-737,113.38,2505,0
M-824,60.96,6524,0
M-726,56.33,4539,1
M-945,113.67,6521,1
M-498,118.63,7623,0
M-835,70.81,7085,0
M-827,51.62,9103,1
M-431,76.93,4854,1
M-400,119.65,5600,1
M-330,79.53,2216,0
M-823,117.17,9635,1
M-978,82.1,6189,1
M-339,69.55,1824,0
M-804,97.87,7891,1
M-400,66.46,6371,0
M-516,86.15,414,1
M-374,119.97,5157,1
M-283,98.9,369,0
M-816,70.1,4743,1
M-688,88.09,8995,0
M-441,74.58,923,0
M-583,114.87,8778,1
M-518,57.32,7561,0
M-720,80.75,5411,1
M-331,95.53,5195,1
M-134,118.07,3962,0
M-997,65.63,9929,1
M-750,73.45,7833,0
M-778,111.36,143,0
M-308,113.33,6847,0
M-189,118.24,8309,0
M-995,95.49,344,0
M-205,100.94,9915,1
M-152,96.42,5577,1
M-285,118.97,7364,0
M-611,76.68,2552,0
M-158,108.76,2009,0
M-734,60.93,970,0
M-178,82.45,9660,0
M-297,74.76,1105,1
M-368,95.42,1431,1
M-797,107.71,1605,1
M-758,119.9,4176,0
M-755,96.79,5621,1
M-922,56.8,8739,1
M-417,107.93,3211,1
M-911,52.22,8286,1
M-927,56.3,2062,0
M-988,83.07,8204,0
M-656,85.69,3779,1
M-535,105.74,5344,1
M-507,113.6,9831,0
M-873,98.82,2122,0
M-276,72.13,4201,1
M-363,107.02,227,1
M-395,58.89,1264,1
M-984,106.18,8108,1
M-923,85.35,1672,1
M-420,117.69,2838,1
M-614,67.66,1065,1
M-313,76.0,5119,1
M-336,78.76,1950,1
M-722,102.96,3693,0
M-976,95.71,3805,0
M-580,118.3,7328,0
M-937,60.07,2951,0
M-450,114.34,9432,0
M-385,109.36,3429,0
M-374,100.19,9412,1
M-188,56.05,9847,1
M-483,55.36,1314,1
M-189,104.14,7985,1
M-827,93.97,9581,1
M-826,102.36,6742,0
M-195,99.52,2781,1
M-146,56.58,1252,0
M-708,53.21,4016,1
M-892,58.58,3753,1
M-907,52.01,8969,1
M-866,67.32,3644,1
M-276,89.76,9967,0
M-380,53.64,3115,0
M-665,92.81,4975,0
M-835,70.64,5947,0
M-151,76.27,2630,1
M-344,84.11,7727,0
M-415,91.8,7635,0
M-450,64.41,3970,0
M-417,77.72,4751,1
M-893,93.12,3429,0
M-600,104.26,8887,0
M-652,113.9,5328,1
M-589,76.38,5275,1
M-364,92.5,976,1
M-387,84.25,781,1
M-919,79.14,1031,0
M-526,55.89,4312,0
M-727,81.98,9107,0
M-312,60.87,9126,1
M-456,108.7,10000,1
M-614,59.23,3809,1
M-257,65.28,2244,0
M-780,78.68,4032,1
M-107,116.87,1526,0
M-598,114.52,9504,0
M-976,91.08,2200,1
M-513,61.76,6415,0
M-742,67.53,3460,1
M-629,103.66,6117,0
M-463,118.87,8972,1
M-389,117.9,7608,1
M-762,54.66,8906,0
M-404,61.67,4153,1
M-991,84.42,2227,0
M-499,101.22,5297,1
M-831,100.2,8597,0
M-594,106.09,8478,1
M-140,85.58,6603,0
M-575,117.23,8758,1
M-410,64.75,5294,0
M-191,81.39,1077,1
M-686,84.3,7293,1
M-879,93.4,9667,1
M-532,107.41,1995,1
M-588,80.32,8631,1
M-860,99.0,794,0
M-483,58.11,8407,0
M-435,56.47,6930,0
M-100,96.68,6942,1
M-751,87.15,4832,0
M-178,112.2,7274,1
M-699,112.02,6359,0
M-750,70.92,7466,0
M-838,98.23,4370,1
M-465,63.99,487,0
M-979,54.84,5357,0
M-255,119.96,8954,1
M-716,90.29,6057,1
M-200,95.78,2433,0
M-392,98.65,890,1
M-428,71.28,4884,0
M-708,116.15,1191,1
M-160,102.98,1326,0
M-798,78.15,8075,1
M-861,99.76,8951,0
M-816,94.49,4594,1
M-125,106.4,3757,0
M-832,71.87,7957,0
M-114,88.59,8377,0
M-943,104.9,5892,0
M-550,64.31,5720,1
M-351,73.5,1543,0
M-311,73.54,9627,1
M-480,83.61,5412,1
M-318,80.82,7324,0
M-318,63.03,1658,1
M-484,63.92,8988,1
M-674,51.81,6341,1
M-692,117.12,8601,1
M-407,92.22,4413,1
M-294,58.44,9982,1
M-790,83.1,4176,0
M-144,55.17,4259,0
M-840,92.33,4858,0
M-310,88.01,1946,0
M-366,68.07,4447,1
M-157,67.89,5260,1
M-447,80.67,279,0
M-787,58.08,7610,0
M-764,65.25,1561,1
M-563,89.41,5593,0
M-882,107.07,5411,0
M-727,85.12,7564,1
M-945,80.1,5148,0
M-646,76.69,8356,1
M-767,106.06,9566,1
M-160,118.43,2809,0
M-548,61.52,1578,0
M-583,110.07,5150,1
M-582,94.59,6999,1
M-715,100.29,3239,0
M-682,113.06,8956,1
M-919,74.85,3412,1
M-155,62.92,1301,0
M-269,99.74,6918,0
M-957,99.94,5802,1
M-904,88.05,9204,0
M-762,111.89,8818,0
M-512,55.37,803,1
M-443,73.28,1460,0
M-850,85.73,3504,1
M-499,116.6,4411,0
M-170,87.81,390,1
M-326,53.66,9679,1
M-291,81.53,1283,0
M-569,78.78,1804,1
M-953,95.29,2313,0
M-537,68.44,1511,0
M-607,113.2,2981,0
M-933,81.62,8609,1
M-888,75.9,4979,0
M-536,96.53,9912,0
M-822,110.04,1891,0
M-828,89.3,1430,1
M-707,115.48,3311,1
M-131,55.99,8550,1
M-739,56.28,5697,1
M-685,56.17,7458,1
M-244,116.72,7190,1
M-976,76.23,8363,0
M-651,106.93,2838,0
M-574,94.85,5302,0
M-764,83.11,4444,0
M-767,74.33,6806,1
M-450,89.51,2730,1
M-488,87.5,4995,0
M-777,115.43,5237,1
M-689,112.27,6921,1
M-752,86.81,5274,0
M-501,75.46,5939,0
M-135,84.62,6223,1
M-155,84.92,6892,1
M-209,103.53,3292,0
M-963,57.9,2182,0
M-196,119.35,5008,1
M-340,108.39,5596,1
M-826,76.52,8024,0
M-220,80.67,9378,1
M-164,109.32,8311,1
M-129,81.75,634,0
M-450,95.77,6144,0
M-424,110.01,2041,1
M-329,59.57,9111,0
M-256,106.0,2458,1
M-400,104.05,8206,0
M-719,65.82,1041,1
M-660,78.01,9707,1
M-890,111.66,3170,0
M-341,90.08,8133,0
M-917,76.43,8630,0
M-712,54.27,7374,1
M-381,72.75,8643,1
M-123,66.98,6103,1
M-497,68.37,6123,0
M-230,50.68,5231,1
M-613,82.74,9560,1
M-232,76.86,7637,0
M-336,54.43,975,0
M-774,78.09,2055,0
M-798,94.36,7783,1
M-670,78.87,2596,0
M-316,74.64,4798,0
M-457,96.85,9742,1
M-920,72.08,2838,0
M-692,85.91,2992,0
M-419,54.84,1745,0
M-247,79.72,4841,1
M-891,71.91,5164,1
M-454,119.0,8201,1
M-742,113.96,3342,0
M-738,117.24,1114,0
M-685,61.08,7248,1
M-705,59.2,6796,1
M-234,88.92,7668,0
M-356,62.25,3776,1
M-554,50.36,8924,0
M-374,82.9,4041,1
M-726,95.25,9788,1
M-943,112.68,8509,0
M-478,50.85,4896,1
M-987,97.46,1113,0
M-337,50.68,8930,0
M-456,92.99,1817,0
M-616,107.98,9450,1
M-126,94.15,7394,0
M-465,66.37,3748,1
M-952,77.25,6451,1
M-202,92.14,6904,0
M-694,89.45,6715,1
M-335,85.0,5668,1
M-472,113.5,1123,0
M-534,57.42,767,0
M-515,78.35,5245,0
M-309,107.05,5458,0
M-818,81.71,5894,0
M-534,115.83,6667,1
M-560,116.66,6312,0
M-640,107.2,3409,0
M-755,52.79,9152,1
M-459,97.78,6879,0
M-410,90.72,4168,0
M-592,65.68,1022,0
M-480,105.58,3399,1
M-576,91.23,4383,0
M-168,108.96,4483,0
M-914,111.29,5948,1
M-306,101.52,9662,1
M-763,103.07,427,0
M-526,114.53,5864,0
M-187,53.91,9366,0
M-817,62.19,9288,1
M-727,107.89,5667,1
M-438,73.09,896,0
M-437,108.98,4917,0
M-916,119.7,9213,1
M-331,105.97,9634,1
M-519,114.9,6948,0
M-792,50.86,9496,1
M-555,119.15,5551,0
M-870,117.12,633,1
M-558,112.58,1635,0
M-399,71.15,3516,0
M-651,112.28,1345,1
M-123,75.44,1245,0
M-843,76.39,2761,0
M-879,76.27,6038,0
M-520,89.93,331,0
M-583,107.0,365,0
M-377,71.09,998,0
M-814,93.16,1488,1
M-826,50.57,2795,1
M-217,58.44,2191,1
M-212,64.42,2067,1
M-721,68.99,6003,1
M-715,68.14,4670,0
M-816,84.1,1124,1
M-568,90.39,440,0
M-183,88.42,6252,1
M-985,83.44,9203,1
M-349,55.93,5008,1
M-483,115.52,7814,1
M-213,69.51,5744,0
M-127,96.26,4755,1
M-212,105.0,4912,0
M-355,58.43,6127,1
M-732,97.59,715,0
M-659,60.69,8172,0
M-390,57.11,236,1
M-239,77.79,6843,0
M-807,105.06,2501,0
M-693,61.89,936,0
M-988,80.83,3443,0
M-295,103.41,5439,0
M-173,115.93,957,1
M-122,64.44,9053,1
M-288,115.98,9122,1
M-131,110.43,9014,1
M-506,72.23,7604,0
M-504,111.16,4680,1
M-529,88.7,5518,1
M-732,81.51,7198,1
M-207,59.46,564,0
M-840,72.49,7397,1
M-310,116.06,5888,0
M-195,73.99,3872,0
M-678,83.87,6487,0
M-572,86.07,5921,1
M-976,101.27,6891,1
M-511,81.53,9451,1
M-875,98.24,8771,1
M-227,58.44,4823,0
M-159,66.17,1209,1
M-270,99.81,783,1
M-827,55.32,1094,1
M-617,109.57,9794,0
M-295,63.14,1069,1
M-600,64.07,3238,1
M-292,71.73,8071,0
M-936,98.45,658,1
M-595,114.08,8330,0
M-160,111.25,5947,0
M-453,119.43,6227,0
M-933,104.61,8267,1
M-342,52.64,6863,1
M-690,91.42,9693,1
M-532,104.49,8053,1
M-403,99.68,3668,0
M-506,104.97,9786,0
M-553,92.84,9316,0
M-422,119.36,7940,0
M-891,104.09,771,0
M-266,85.67,5389,0
M-842,85.93,4300,1
M-692,71.0,5730,1
M-390,69.32,267,0
M-561,85.74,9021,1
M-268,102.07,9162,1
M-706,91.91,4201,0
M-508,56.31,2577,0
M-127,116.59,8942,0
M-189,113.68,9711,1
M-781,110.74,781,0
M-727,88.62,408,1
M-428,66.23,9278,0
M-331,98.01,7435,1
M-455,114.24,2958,0
M-614,107.52,7703,1
M-507,97.5,7366,1
M-660,106.23,5974,0
M-261,66.92,4650,0
M-347,119.55,2684,1
M-584,52.69,9791,1
M-865,98.64,1477,1
M-414,90.84,5489,0
M-445,90.24,3424,1
M-469,68.86,3545,0
M-283,111.17,2536,0
M-977,63.43,4821,1
M-211,101.46,5210,0
M-918,109.13,7537,1
M-368,79.92,7638,1
M-275,61.7,8813,1
M-548,108.66,6943,0
M-498,113.23,5787,1
M-747,119.09,1855,1
M-230,86.87,6039,1
M-535,80.72,8947,0
M-255,90.13,8031,1
M-734,110.95,4776,1
M-869,108.91,2153,1
M-289,103.87,9081,0
M-800,73.45,4197,1
M-891,100.76,9678,1
M-975,112.19,7275,0
M-334,65.08,6530,0
M-888,86.29,7192,0
M-797,84.43,6390,1
M-458,87.77,9134,1
M-336,66.11,8299,0
M-288,52.85,2703,1
M-643,71.66,6364,1
M-153,105.83,2344,1
M-351,91.63,4074,1
M-224,116.15,6101,1
M-734,89.89,4020,1
M-179,79.45,8335,0
M-709,99.33,739,1
M-999,86.34,1777,1
M-564,103.99,1425,1
M-515,74.18,9722,0
M-964,104.88,8006,1
M-259,74.95,819,0
M-373,106.72,3781,0
M-389,82.79,9834,0
M-555,67.94,3536,1
M-437,110.61,8567,0
M-110,86.75,1179,0
M-861,91.37,1698,1
M-484,59.69,5899,1
M-455,66.47,559,0
M-643,70.73,6480,0
M-837,50.31,5453,1
M-719,96.66,5857,0
M-344,58.72,9756,1
M-205,110.83,4813,0
M-433,60.43,4142,0
M-836,108.89,359,1
M-326,59.23,9899,0
M-512,62.0,1123,1
M-658,89.44,4431,1
M-902,59.1,6342,0
M-228,94.07,1392,1
M-561,59.79,6777,0
M-953,96.24,9059,1
M-332,84.71,9569,0
M-211,62.54,6815,1
M-285,71.46,8612,1
M-550,88.65,5251,1
M-345,83.69,6283,0
M-310,81.59,5997,0
M-105,72.75,7560,0
M-772,58.68,8702,0
M-334,55.21,3213,0
M-975,69.83,2699,0
M-296,81.4,4184,1
M-949,112.31,2924,1
M-363,74.76,4942,0
M-209,111.76,9230,1
M-568,56.91,8679,1
M-981,94.97,8442,1
M-789,117.01,7751,0
M-756,66.61,130,0
M-948,56.42,2585,1
M-502,50.63,1487,1
M-547,98.15,8059,0
M-670,96.82,5903,1
M-162,83.61,5766,0
M-693,74.12,8323,0
M-587,89.49,8259,0
M-298,99.07,3727,1
M-192,112.02,6087,1
M-595,53.41,2421,1
M-207,69.27,7874,0
M-363,110.17,6562,1
M-210,76.55,3491,0
M-656,89.5,2704,1
M-433,76.71,1847,1
M-597,55.7,9137,0
M-634,70.34,679,1
M-612,92.56,823,1
M-538,84.1,8459,0
M-539,75.19,5500,0
M-254,61.45,1012,1
M-731,80.51,835,0
M-301,92.54,3188,1
M-965,111.97,1618,0
M-430,101.77,9647,0
M-626,50.09,8307,1
M-619,118.11,8832,1
M-483,66.99,9697,0
M-866,90.05,8941,1
M-441,83.52,6913,1
M-698,72.65,6252,0
M-986,54.16,8403,1
M-360,80.81,612,0
M-126,75.63,3763,1
M-983,96.06,9677,1
M-955,69.98,4202,0
M-930,114.47,564,0
M-931,61.84,5005,1
M-336,112.85,6751,0
M-126,54.62,5994,0
M-588,59.54,9512,0
M-561,103.58,9071,1
M-698,104.01,170,1
M-452,86.5,3124,0
M-140,58.73,4368,1
M-121,64.69,9207,1
M-422,107.34,1704,1
M-908,81.88,9834,1
M-389,79.86,8992,1
M-328,67.53,8358,1
M-524,110.15,2872,0
M-645,107.26,6318,0
M-850,77.21,8410,0
M-139,102.4,8755,0
M-250,112.27,532,0
M-535,83.81,4456,0
M-356,87.01,627,1
M-806,71.93,3295,0
M-156,119.88,7005,0
M-471,108.58,7247,0
M-363,64.82,7342,0
M-225,95.8,6448,1
M-168,103.57,7109,0
M-445,75.23,8393,1
M-847,95.63,7377,0
M-827,113.58,8346,0
M-400,106.59,9139,1
M-982,95.11,6136,1
M-221,101.14,283,0
M-594,85.66,5012,0
M-330,76.03,2922,1
M-139,115.27,1393,1
M-957,81.37,2959,0
M-852,99.62,2415,0
M-316,56.04,3684,1
M-325,63.75,7669,1
M-257,93.09,7204,1
M-141,64.06,7481,1
M-579,59.76,5084,1
M-845,75.2,9003,0
M-318,55.15,8138,0
M-602,82.2,3184,1
M-299,113.07,4829,1
M-418,93.6,1797,0
M-274,90.86,7521,0
M-833,76.58,2685,1
M-245,106.72,7437,1
M-311,92.11,9232,1
M-193,79.37,5094,0
M-240,62.88,5815,0
M-306,114.7,3980,1
M-768,89.86,191,0
M-810,72.07,189,0
M-730,65.22,1148,0
M-422,75.78,9780,1
M-573,101.63,3498,1
M-500,88.81,573,0
M-227,105.08,7254,1
M-948,119.33,2311,1
M-519,68.26,8826,0
M-670,62.6,5503,0
M-496,55.03,4009,0
M-142,52.54,5374,0
M-793,97.06,1267,0
M-700,89.08,3458,0
M-618,114.07,4741,1
M-564,85.31,3870,0
M-338,58.77,1015,1
M-805,100.91,1108,0
M-560,76.64,3277,0
M-971,68.08,3624,1
M-581,92.37,3805,1
M-401,95.51,2547,0
M-834,57.96,6281,0
M-692,57.86,1940,0
M-580,114.02,9478,1
M-331,107.13,342,1
M-383,89.22,1712,0
M-195,95.77,9591,1
M-488,104.45,6124,1
M-868,85.99,135,1
M-435,110.77,6744,1
M-589,104.97,8196,1
M-781,106.55,4800,1
M-593,63.22,8999,1
M-588,106.73,8776,0
M-494,97.58,9900,0
M-331,109.73,9051,1
M-489,80.25,7944,1
M-314,57.26,450,1
M-993,111.98,3570,1
M-904,103.54,1492,1
M-918,95.69,6431,1
M-760,57.2,9025,0
M-326,81.4,6657,1
M-405,57.46,3551,0
M-767,63.7,8054,0
M-311,116.28,4049,0
M-300,116.5,4447,0
M-341,101.31,5208,0
M-524,85.24,263,1
M-194,51.44,4436,1
M-513,57.4,8697,1
M-111,67.27,828,0
M-803,66.66,6575,0
M-767,110.43,8646,1
M-592,69.09,9016,1
M-115,107.62,5843,0
M-696,54.3,2247,1
M-431,91.88,4823,0
M-911,101.37,9279,0
M-896,97.11,4085,1
M-379,114.35,6872,1
M-729,92.59,5567,1
